volume_id,stack_change,point_x,point_y,point_z,agglo_id,segment_id
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,23602233
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,23602348
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,23602349
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,23602352
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,23602356
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,23602357
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,23602384
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,23602385
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,23618423
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,67001299
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,67016657
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,67834308
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,67834323
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,67834344
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,67834433
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,67834440
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,67834679
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,67834680
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,67834750
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,67834769
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,68667586
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,68683563
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,68699784
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,68699978
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,68700002
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,68700011
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,68700037
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,68700182
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,69453697
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,70271269
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,70286673
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,70286948
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,70332262
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,71087458
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,71087585
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,71088181
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,71088276
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,71088860
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,71088866
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,71088869
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,71104343
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,71936561
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,71936756
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,72768731
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,72768748
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,72768769
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,72769045
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,72769187
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,72785262
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,72785334
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,72785357
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,72785383
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,72785386
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,72785497
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,115302243
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,115302286
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,116072744
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,116120476
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,116120516
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,116135250
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,116135292
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,116135298
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,116135335
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,116135357
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,116136032
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,116136044
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,116151641
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,116151963
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,116151970
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,116152003
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,116152068
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,116152082
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,116152308
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,116152662
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,116153497
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,116167055
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,116168173
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,116168330
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,116985105
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,116985450
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,116985514
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,116985561
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,116985599
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,117000289
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,117000438
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,117000542
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,117000565
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,117000651
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,117000707
280984173682:montano_rm2_ngff:raw_230701_seg_240316fb,240705d_rsg9_spl,11483,12210,2088,23602233,117000722
